0.01942116,0.02914095,0.03652213,0.04270255,0.04800750,0.05285957,0.05725780,0.06145306,0.06530773,0.06901625,0.07236986,0.07571994,0.07889019,0.08191762,0.08483138,0.08767526,0.09041345,0.09301702,0.09559823,0.09810648,0.10055203,0.10293675,0.10527766,0.10753542,0.10981299
0.02330067,0.03500123,0.04390994,0.05109276,0.05752439,0.06338525,0.06858805,0.07338986,0.07792633,0.08223249,0.08631156,0.09029210,0.09400825,0.09755277,0.10108856,0.10442825,0.10769650,0.11085927,0.11397317,0.11706817,0.11997227,0.12286240,0.12569346,0.12844999,0.13118219
0.02294363,0.03431173,0.04317245,0.05020022,0.05640180,0.06198033,0.06704370,0.07179688,0.07625610,0.08046362,0.08451150,0.08833826,0.09196339,0.09546596,0.09898135,0.10219545,0.10532216,0.10846557,0.11150763,0.11447670,0.11731366,0.12015842,0.12287939,0.12563353,0.12828148
0.02324323,0.03484245,0.04354560,0.05076559,0.05720882,0.06303136,0.06822222,0.07306353,0.07755241,0.08189452,0.08605740,0.08993512,0.09370355,0.09731137,0.10081408,0.10419777,0.10749564,0.11065035,0.11371430,0.11672123,0.11955794,0.12235573,0.12510456,0.12790461,0.13054102
0.01547872,0.02315181,0.02890316,0.03376774,0.03805009,0.04187337,0.04536016,0.04858550,0.05159619,0.05448217,0.05720706,0.05974268,0.06221811,0.06461512,0.06691217,0.06910634,0.07124305,0.07331607,0.07537597,0.07735206,0.07927579,0.08116526,0.08304203,0.08485431,0.08661618
0.01573758,0.02353799,0.02948220,0.03442342,0.03869428,0.04256307,0.04615762,0.04945338,0.05260425,0.05551882,0.05829478,0.06099158,0.06353867,0.06600459,0.06840763,0.07066469,0.07289630,0.07509247,0.07717651,0.07921338,0.08120083,0.08313219,0.08502756,0.08687031,0.08866489
0.01608664,0.02398630,0.03004659,0.03513546,0.03953525,0.04345324,0.04712343,0.05041483,0.05358568,0.05656219,0.05939947,0.06211093,0.06469086,0.06720322,0.06961190,0.07191747,0.07415458,0.07633978,0.07847057,0.08056180,0.08258866,0.08455396,0.08646909,0.08837925,0.09021423
0.02187961,0.03294585,0.04102277,0.04782571,0.05382639,0.05915105,0.06404304,0.06853200,0.07278370,0.07687780,0.08083521,0.08450909,0.08802808,0.09138432,0.09463242,0.09777892,0.10079278,0.10382020,0.10675992,0.10958868,0.11230657,0.11491440,0.11752567,0.12008619,0.12256787
0.02220199,0.03326366,0.04160898,0.04860203,0.05478734,0.06028724,0.06528085,0.07000712,0.07447031,0.07863249,0.08253749,0.08631469,0.08982036,0.09331878,0.09670993,0.09990346,0.10301287,0.10605687,0.10900993,0.11188627,0.11465451,0.11736560,0.12005323,0.12265120,0.12517751
0.02394411,0.03593277,0.04505210,0.05261965,0.05928618,0.06513197,0.07051146,0.07557058,0.08026489,0.08485159,0.08903383,0.09303042,0.09681022,0.10060084,0.10423168,0.10768706,0.11112555,0.11441580,0.11766701,0.12076657,0.12375688,0.12667105,0.12962578,0.13243671,0.13521552
0.01570521,0.02355537,0.02949699,0.03432253,0.03870543,0.04259008,0.04615641,0.04939801,0.05251620,0.05545248,0.05824365,0.06081432,0.06333487,0.06578039,0.06811690,0.07039952,0.07260085,0.07472180,0.07680258,0.07883011,0.08080106,0.08271266,0.08459704,0.08644998,0.08825775
0.01597343,0.02391074,0.02986497,0.03474295,0.03902931,0.04301860,0.04658627,0.04991226,0.05308365,0.05604559,0.05883244,0.06148578,0.06404981,0.06651637,0.06889369,0.07120098,0.07339572,0.07552563,0.07761404,0.07964769,0.08166253,0.08359866,0.08550135,0.08734099,0.08919333
0.01735727,0.02599125,0.03246548,0.03788876,0.04270269,0.04702687,0.05092758,0.05450670,0.05786292,0.06111201,0.06417642,0.06707980,0.06989135,0.07260385,0.07521132,0.07770972,0.08014711,0.08252247,0.08477330,0.08701143,0.08915836,0.09130883,0.09340513,0.09543531,0.09743438
0.01475719,0.02209331,0.02758919,0.03228741,0.03639263,0.04000087,0.04328365,0.04634178,0.04920243,0.05196783,0.05452917,0.05702942,0.05938672,0.06167222,0.06388659,0.06597498,0.06805775,0.07004706,0.07201608,0.07390424,0.07573545,0.07751756,0.07927290,0.08100447,0.08267889
0.01484268,0.02227451,0.02778094,0.03245694,0.03653280,0.04015048,0.04347546,0.04663576,0.04957469,0.05231093,0.05490084,0.05737466,0.05975239,0.06206046,0.06426747,0.06637177,0.06843486,0.07045290,0.07238054,0.07428020,0.07616617,0.07797370,0.07975123,0.08149650,0.08318418
0.01506375,0.02266116,0.02834772,0.03306195,0.03720140,0.04097499,0.04439938,0.04756998,0.05053682,0.05334710,0.05594547,0.05849134,0.06093603,0.06327777,0.06558200,0.06780030,0.06992277,0.07197155,0.07395484,0.07593037,0.07784801,0.07968414,0.08150911,0.08328186,0.08503211
0.01871322,0.02800827,0.03509655,0.04090146,0.04601177,0.05067185,0.05489532,0.05881531,0.06241501,0.06587576,0.06913617,0.07232039,0.07532407,0.07822016,0.08102677,0.08374652,0.08635039,0.08891345,0.09138438,0.09375975,0.09611752,0.09840972,0.10069040,0.10285747,0.10499341
0.01886499,0.02820904,0.03522194,0.04113980,0.04641228,0.05093984,0.05515023,0.05906839,0.06278593,0.06631390,0.06965868,0.07287602,0.07588035,0.07881393,0.08165031,0.08442698,0.08705438,0.08953848,0.09197642,0.09440489,0.09676804,0.09908074,0.10131400,0.10350944,0.10563243
0.02041534,0.03102528,0.03878140,0.04515933,0.05088760,0.05607767,0.06073110,0.06501655,0.06910558,0.07300501,0.07663679,0.08010449,0.08340691,0.08664916,0.08972712,0.09266859,0.09556928,0.09835401,0.10098936,0.10368559,0.10624021,0.10879263,0.11127946,0.11370959,0.11610682
0.01510395,0.02261345,0.02826029,0.03302935,0.03719338,0.04090114,0.04422967,0.04740401,0.05038203,0.05320747,0.05592350,0.05844937,0.06088029,0.06319246,0.06543308,0.06762316,0.06971312,0.07178770,0.07377548,0.07569119,0.07758851,0.07943686,0.08126919,0.08304468,0.08476962
0.01399292,0.02104665,0.02635588,0.03071854,0.03454493,0.03796830,0.04114884,0.04405012,0.04679821,0.04939170,0.05186294,0.05423396,0.05650130,0.05867800,0.06075574,0.06276013,0.06471930,0.06659936,0.06845329,0.07023025,0.07199068,0.07369789,0.07537808,0.07701351,0.07862512
0.01625743,0.02438069,0.03055224,0.03567247,0.04017784,0.04428887,0.04804924,0.05148910,0.05468443,0.05770216,0.06060052,0.06335723,0.06599646,0.06855542,0.07092066,0.07328028,0.07557086,0.07775682,0.07991049,0.08202546,0.08405986,0.08611007,0.08804217,0.08995440,0.09183665
0.01910287,0.02874336,0.03594673,0.04193661,0.04705096,0.05163246,0.05581394,0.05976717,0.06348076,0.06705683,0.07042141,0.07356341,0.07655078,0.07945148,0.08229037,0.08499154,0.08761950,0.09019606,0.09269263,0.09508969,0.09751095,0.09984833,0.10209249,0.10433470,0.10650211
0.02898272,0.04319034,0.05430547,0.06334274,0.07135012,0.07866482,0.08520757,0.09133340,0.09715841,0.10251711,0.10763480,0.11255870,0.11723900,0.12183833,0.12610735,0.13032440,0.13454676,0.13855373,0.14236319,0.14611542,0.14970390,0.15314440,0.15654028,0.15981541,0.16311019
0.01845062,0.02762197,0.03469006,0.04041978,0.04541834,0.04987165,0.05400259,0.05782693,0.06148680,0.06486213,0.06805976,0.07108375,0.07397244,0.07679385,0.07956691,0.08221302,0.08481793,0.08728068,0.08971840,0.09209068,0.09437632,0.09663751,0.09884129,0.10097071,0.10310085
0.01707659,0.02535849,0.03171867,0.03711621,0.04175733,0.04594675,0.04975044,0.05331365,0.05659946,0.05975078,0.06272709,0.06558536,0.06831643,0.07097209,0.07351934,0.07600319,0.07835484,0.08069345,0.08292372,0.08507217,0.08725930,0.08932515,0.09133629,0.09334437,0.09529003
0.01777637,0.02652054,0.03311648,0.03861315,0.04358907,0.04795168,0.05197330,0.05570986,0.05919456,0.06241733,0.06553257,0.06849259,0.07136524,0.07412002,0.07675665,0.07933803,0.08182172,0.08422060,0.08659541,0.08885177,0.09105831,0.09322955,0.09534640,0.09741823,0.09943341
0.01882710,0.02817055,0.03520508,0.04100111,0.04606923,0.05070501,0.05492816,0.05889238,0.06259393,0.06615314,0.06947252,0.07270821,0.07575956,0.07859474,0.08139374,0.08408099,0.08670309,0.08926375,0.09167820,0.09409226,0.09644282,0.09869995,0.10092068,0.10310017,0.10525806
0.01679998,0.02536611,0.03167960,0.03701427,0.04159898,0.04579881,0.04961032,0.05314156,0.05643262,0.05956175,0.06253371,0.06535678,0.06803288,0.07063629,0.07317500,0.07562025,0.07800096,0.08026124,0.08253472,0.08467729,0.08677499,0.08879431,0.09081178,0.09280794,0.09475384
0.01775410,0.02654124,0.03314794,0.03867797,0.04348903,0.04774004,0.05167205,0.05529730,0.05879413,0.06206442,0.06516410,0.06809358,0.07089277,0.07359533,0.07621263,0.07872543,0.08117447,0.08358008,0.08592145,0.08815746,0.09038866,0.09254253,0.09468227,0.09676815,0.09878705
0.01880984,0.02830395,0.03546332,0.04132566,0.04650021,0.05124102,0.05552127,0.05956316,0.06325884,0.06682224,0.07020043,0.07338813,0.07642376,0.07937095,0.08220825,0.08489310,0.08752911,0.09009142,0.09259119,0.09503771,0.09736660,0.09966389,0.10192827,0.10413290,0.10629538
0.01718695,0.02574892,0.03208024,0.03752009,0.04221214,0.04645766,0.05035999,0.05398187,0.05736973,0.06063342,0.06366360,0.06655538,0.06930251,0.07196687,0.07456206,0.07705800,0.07945112,0.08182081,0.08408230,0.08628798,0.08847261,0.09052705,0.09257359,0.09456492,0.09651365
0.01877200,0.02790727,0.03479332,0.04051407,0.04571155,0.05035461,0.05455300,0.05844868,0.06211356,0.06554299,0.06885871,0.07200504,0.07499601,0.07791509,0.08070554,0.08337981,0.08600063,0.08848861,0.09094445,0.09334192,0.09570075,0.09796174,0.10018568,0.10236538,0.10454203
0.02920936,0.04389210,0.05500321,0.06410426,0.07220835,0.07951665,0.08621135,0.09257666,0.09822611,0.10367666,0.10881539,0.11399678,0.11868932,0.12322532,0.12761428,0.13174962,0.13573610,0.13979272,0.14357093,0.14734962,0.15106324,0.15467799,0.15817663,0.16156326,0.16483345
0.01918081,0.02856830,0.03573843,0.04178754,0.04699958,0.05170698,0.05606491,0.06008675,0.06380166,0.06731343,0.07068948,0.07387338,0.07692319,0.07985658,0.08270278,0.08544143,0.08809806,0.09065885,0.09317744,0.09565663,0.09808555,0.10044204,0.10270910,0.10492552,0.10711883
0.01998623,0.03000273,0.03761539,0.04392076,0.04949215,0.05437151,0.05889597,0.06311401,0.06712163,0.07088162,0.07444086,0.07783177,0.08104633,0.08425757,0.08723636,0.09011838,0.09292349,0.09565472,0.09826287,0.10085566,0.10338502,0.10586103,0.10828767,0.11063748,0.11297749
0.02054126,0.03081292,0.03857577,0.04511181,0.05069155,0.05567546,0.06030028,0.06458824,0.06857721,0.07241211,0.07608218,0.07952607,0.08274529,0.08595424,0.08898238,0.09194490,0.09488396,0.09769488,0.10041405,0.10310899,0.10567213,0.10822679,0.11067675,0.11311688,0.11551132
0.01816852,0.02725332,0.03401424,0.03975055,0.04468062,0.04909935,0.05325526,0.05701311,0.06051947,0.06386146,0.06697399,0.06998203,0.07282249,0.07559867,0.07826440,0.08086435,0.08338026,0.08582120,0.08816824,0.09049851,0.09276362,0.09497569,0.09714977,0.09924792,0.10133808
0.01794377,0.02695543,0.03360154,0.03928556,0.04418359,0.04859081,0.05266030,0.05637023,0.05992370,0.06324566,0.06637657,0.06934954,0.07221578,0.07497901,0.07765201,0.08021656,0.08270462,0.08513897,0.08750273,0.08977764,0.09200234,0.09418928,0.09634980,0.09843273,0.10047666
0.01862086,0.02796742,0.03508158,0.04111697,0.04621955,0.05081342,0.05506746,0.05903153,0.06274485,0.06624235,0.06953256,0.07270159,0.07572590,0.07868191,0.08151319,0.08421973,0.08682632,0.08938721,0.09184550,0.09421544,0.09654986,0.09880430,0.10107112,0.10325449,0.10540916
0.01898676,0.02862781,0.03581532,0.04171621,0.04688161,0.05150797,0.05573608,0.05969779,0.06337018,0.06684663,0.07019775,0.07340199,0.07648087,0.07940902,0.08229481,0.08502693,0.08771439,0.09030732,0.09285289,0.09524825,0.09759164,0.09991238,0.10220712,0.10440841,0.10658369
0.01740586,0.02612888,0.03267690,0.03806001,0.04278021,0.04700808,0.05097229,0.05460156,0.05804231,0.06124637,0.06425031,0.06718542,0.06995106,0.07263341,0.07522241,0.07772996,0.08012309,0.08246482,0.08473404,0.08693638,0.08911505,0.09124919,0.09331882,0.09537775,0.09740630
0.01880541,0.02805351,0.03488158,0.04086349,0.04602257,0.05070161,0.05494137,0.05885256,0.06245546,0.06587285,0.06914624,0.07227883,0.07527979,0.07815041,0.08097928,0.08371413,0.08633435,0.08889492,0.09135804,0.09374719,0.09610648,0.09838846,0.10060518,0.10278887,0.10493768
0.01905422,0.02838438,0.03544883,0.04140786,0.04667471,0.05150261,0.05574686,0.05974184,0.06349845,0.06706789,0.07043914,0.07371022,0.07679961,0.07977084,0.08261251,0.08536381,0.08801905,0.09061769,0.09311998,0.09559354,0.09798811,0.10035550,0.10264323,0.10488147,0.10706819
0.01848537,0.02766988,0.03472649,0.04054774,0.04562309,0.05012869,0.05424252,0.05811958,0.06173155,0.06509483,0.06834057,0.07147403,0.07442987,0.07726668,0.08004425,0.08270942,0.08531326,0.08783258,0.09034090,0.09273914,0.09505351,0.09732331,0.09957186,0.10174674,0.10390454
0.01835102,0.02757374,0.03432710,0.03995794,0.04499712,0.04953165,0.05363545,0.05741176,0.06090066,0.06421490,0.06740165,0.07046147,0.07337286,0.07618461,0.07890539,0.08150819,0.08404953,0.08650975,0.08891310,0.09126737,0.09355464,0.09581047,0.09799068,0.10014767,0.10221806
0.02067440,0.03107480,0.03884293,0.04533078,0.05099692,0.05612527,0.06080814,0.06512137,0.06911134,0.07302031,0.07665551,0.08011377,0.08338184,0.08666258,0.08972715,0.09272092,0.09565978,0.09851591,0.10129223,0.10393515,0.10650538,0.10898355,0.11148273,0.11387961,0.11624681
0.01420837,0.02135052,0.02660746,0.03094319,0.03480514,0.03832757,0.04154576,0.04456399,0.04737976,0.05003983,0.05257878,0.05498308,0.05726111,0.05946322,0.06159964,0.06364052,0.06560745,0.06753812,0.06942015,0.07123746,0.07302563,0.07475458,0.07642994,0.07807175,0.07969542
0.01502333,0.02242663,0.02796166,0.03260397,0.03671640,0.04038967,0.04371927,0.04685841,0.04976533,0.05254521,0.05519302,0.05774884,0.06017350,0.06251831,0.06474578,0.06693884,0.06903061,0.07104072,0.07302841,0.07496393,0.07684657,0.07866580,0.08045829,0.08221319,0.08392979
0.01715544,0.02566773,0.03213022,0.03754032,0.04216943,0.04641014,0.05012407,0.05369541,0.05702395,0.06018343,0.06316510,0.06601931,0.06877674,0.07141020,0.07399871,0.07647867,0.07884140,0.08112580,0.08336173,0.08554413,0.08764890,0.08974831,0.09181202,0.09379409,0.09569892
0.01585982,0.02381034,0.02991521,0.03485560,0.03930244,0.04322308,0.04683740,0.05015603,0.05327465,0.05621104,0.05903300,0.06167272,0.06425526,0.06671483,0.06906002,0.07132503,0.07353789,0.07571237,0.07781126,0.07988359,0.08185134,0.08378607,0.08568128,0.08751774,0.08931649
0.01881643,0.02806171,0.03504349,0.04087462,0.04598021,0.05056984,0.05477395,0.05861286,0.06226113,0.06582963,0.06916310,0.07231392,0.07535173,0.07825119,0.08106749,0.08381066,0.08645275,0.08894976,0.09140093,0.09377498,0.09611492,0.09837487,0.10067607,0.10286973,0.10499699
0.01758628,0.02615360,0.03285653,0.03830914,0.04305559,0.04743824,0.05147853,0.05517787,0.05866185,0.06191689,0.06497970,0.06791668,0.07072535,0.07345148,0.07611452,0.07864993,0.08108753,0.08346209,0.08578208,0.08806412,0.09028987,0.09240114,0.09446194,0.09650324,0.09850359
0.01717257,0.02585367,0.03237540,0.03781504,0.04256544,0.04686059,0.05074373,0.05435565,0.05772058,0.06088933,0.06395679,0.06681138,0.06957223,0.07225973,0.07486561,0.07735831,0.07973959,0.08208041,0.08433420,0.08657010,0.08872399,0.09083487,0.09283846,0.09482883,0.09679734
0.01671533,0.02527288,0.03150548,0.03667756,0.04130532,0.04542958,0.04920404,0.05269412,0.05597746,0.05907913,0.06206343,0.06494497,0.06762326,0.07028335,0.07276655,0.07516268,0.07750675,0.07979027,0.08202148,0.08415654,0.08625132,0.08835224,0.09034331,0.09232555,0.09424830
0.01684684,0.02522457,0.03153458,0.03676946,0.04134810,0.04550656,0.04929819,0.05288769,0.05619460,0.05929353,0.06229160,0.06518311,0.06790812,0.07049168,0.07302752,0.07547468,0.07782434,0.08011133,0.08229524,0.08445035,0.08656333,0.08859845,0.09063424,0.09260954,0.09452797
0.01263854,0.01905801,0.02382268,0.02780338,0.03131367,0.03447364,0.03735189,0.04003568,0.04253531,0.04488799,0.04714147,0.04928120,0.05130656,0.05325959,0.05516991,0.05700811,0.05880646,0.06054398,0.06224248,0.06389963,0.06547322,0.06703748,0.06856567,0.07006417,0.07152022
0.01217404,0.01822499,0.02278349,0.02657882,0.02989900,0.03287174,0.03555745,0.03806160,0.04040524,0.04264333,0.04474659,0.04676610,0.04871760,0.05057607,0.05238886,0.05412501,0.05583694,0.05748506,0.05908303,0.06064650,0.06219430,0.06367564,0.06510772,0.06653856,0.06792212
0.01546263,0.02322402,0.02899965,0.03384316,0.03814018,0.04189897,0.04549351,0.04874834,0.05180359,0.05461704,0.05731940,0.05992231,0.06242433,0.06481308,0.06713600,0.06935449,0.07154712,0.07359934,0.07562327,0.07760189,0.07952283,0.08143276,0.08328457,0.08507842,0.08682707
0.01187351,0.01784038,0.02227160,0.02603041,0.02930030,0.03221246,0.03491437,0.03740711,0.03974030,0.04194579,0.04404151,0.04604008,0.04796279,0.04980644,0.05156217,0.05328529,0.05494118,0.05655756,0.05811772,0.05963687,0.06111512,0.06257277,0.06399678,0.06538739,0.06675846
0.01346112,0.02014817,0.02519572,0.02952851,0.03325376,0.03652580,0.03960077,0.04246951,0.04514767,0.04766548,0.05002623,0.05228416,0.05447745,0.05657621,0.05862513,0.06059066,0.06249176,0.06434253,0.06608346,0.06781976,0.06952182,0.07117931,0.07280407,0.07439902,0.07595415
0.01578931,0.02369740,0.02959310,0.03451312,0.03888984,0.04281609,0.04638737,0.04970406,0.05281420,0.05573503,0.05849197,0.06120871,0.06375617,0.06619494,0.06856401,0.07085539,0.07306536,0.07523940,0.07728205,0.07932678,0.08131167,0.08321427,0.08510291,0.08693462,0.08874766
0.01103715,0.01660646,0.02081395,0.02430844,0.02731705,0.03004608,0.03253855,0.03486998,0.03706286,0.03912147,0.04106799,0.04293289,0.04472713,0.04644305,0.04809565,0.04968433,0.05124852,0.05275803,0.05422320,0.05563732,0.05703754,0.05839709,0.05972374,0.06101666,0.06229669
0.01328134,0.02000988,0.02500831,0.02913858,0.03275783,0.03606308,0.03908428,0.04185482,0.04446564,0.04695253,0.04929527,0.05153086,0.05368356,0.05576701,0.05774773,0.05969942,0.06155523,0.06336401,0.06512610,0.06683977,0.06849837,0.07010648,0.07170662,0.07327418,0.07479777
0.01361342,0.02056509,0.02562468,0.02984278,0.03352534,0.03688434,0.04001438,0.04290497,0.04561678,0.04816775,0.05057885,0.05290211,0.05510662,0.05718123,0.05921528,0.06118020,0.06308493,0.06491440,0.06671049,0.06845889,0.07016263,0.07180603,0.07342742,0.07502121,0.07656511
0.01339733,0.02010552,0.02523636,0.02938545,0.03305518,0.03634854,0.03933210,0.04218288,0.04483013,0.04733534,0.04969896,0.05195230,0.05409214,0.05618489,0.05820811,0.06013154,0.06199606,0.06381390,0.06559925,0.06732105,0.06901246,0.07066278,0.07227425,0.07385353,0.07541048
0.02139098,0.03235981,0.04034932,0.04718733,0.05297383,0.05828923,0.06299631,0.06760781,0.07179570,0.07586709,0.07972099,0.08334849,0.08683203,0.09018191,0.09345545,0.09658606,0.09965402,0.10258000,0.10542384,0.10819211,0.11081369,0.11344624,0.11599980,0.11852076,0.12099429
0.01593898,0.02403278,0.03012541,0.03515800,0.03948345,0.04337236,0.04696337,0.05027648,0.05343087,0.05643549,0.05928183,0.06201212,0.06456402,0.06702766,0.06941588,0.07172186,0.07396641,0.07614336,0.07827280,0.08034834,0.08237669,0.08434368,0.08629147,0.08817504,0.09002246
0.01048211,0.01562761,0.01953587,0.02280660,0.02568269,0.02829371,0.03065365,0.03286150,0.03491512,0.03685005,0.03869796,0.04046091,0.04213734,0.04376250,0.04533535,0.04683908,0.04830080,0.04971867,0.05109813,0.05242896,0.05371608,0.05500711,0.05625373,0.05748161,0.05866923
0.01064206,0.01602687,0.02002026,0.02336656,0.02629044,0.02891909,0.03133046,0.03355951,0.03566732,0.03766695,0.03952721,0.04133337,0.04305841,0.04473084,0.04633761,0.04788045,0.04937098,0.05081100,0.05221332,0.05356830,0.05490580,0.05620641,0.05748904,0.05873101,0.05996138
0.01082239,0.01618388,0.02022412,0.02362401,0.02655989,0.02920652,0.03163828,0.03388174,0.03597393,0.03795908,0.03983795,0.04162826,0.04335806,0.04501105,0.04661097,0.04816967,0.04967625,0.05113906,0.05256194,0.05395095,0.05531321,0.05663729,0.05793603,0.05921216,0.06044693
0.02020680,0.03035587,0.03787101,0.04412975,0.04952314,0.05436993,0.05894819,0.06312739,0.06698705,0.07070999,0.07426062,0.07762986,0.08087584,0.08398742,0.08698702,0.08987158,0.09265010,0.09543439,0.09802168,0.10063397,0.10315962,0.10566729,0.10805848,0.11047145,0.11276135
0.01810055,0.02730234,0.03419165,0.03991788,0.04507465,0.04954569,0.05364464,0.05746440,0.06096067,0.06424970,0.06743373,0.07047973,0.07344006,0.07622677,0.07891779,0.08153355,0.08408824,0.08649122,0.08887686,0.09122289,0.09352034,0.09571968,0.09786932,0.09996433,0.10204088
0.01976288,0.02947803,0.03688617,0.04296332,0.04841830,0.05321297,0.05751445,0.06167610,0.06553788,0.06922205,0.07260282,0.07589956,0.07904763,0.08214439,0.08509724,0.08786402,0.09058739,0.09318906,0.09582311,0.09830893,0.10074812,0.10317658,0.10548354,0.10776937,0.11003313
0.01579291,0.02365198,0.02953025,0.03440184,0.03872037,0.04261215,0.04616673,0.04944135,0.05257827,0.05552840,0.05832032,0.06094757,0.06347949,0.06592097,0.06830158,0.07059645,0.07281848,0.07496010,0.07705226,0.07906754,0.08103429,0.08297228,0.08484920,0.08669797,0.08849307
0.01814019,0.02714864,0.03403297,0.03974903,0.04468948,0.04922643,0.05327991,0.05707769,0.06063529,0.06398006,0.06724237,0.07027261,0.07313311,0.07594281,0.07867644,0.08131424,0.08388881,0.08636886,0.08880237,0.09116247,0.09346404,0.09569016,0.09784877,0.09995411,0.10205422
0.02125659,0.03217300,0.04003006,0.04664553,0.05246120,0.05760156,0.06241256,0.06679097,0.07103435,0.07498928,0.07870227,0.08239866,0.08586945,0.08912410,0.09231561,0.09541244,0.09839799,0.10125094,0.10404666,0.10683213,0.10956729,0.11220074,0.11474123,0.11722168,0.11971073
0.02166524,0.03244372,0.04056306,0.04724250,0.05319683,0.05850290,0.06335283,0.06784763,0.07197295,0.07590442,0.07967922,0.08325418,0.08674779,0.09008880,0.09332915,0.09641058,0.09939394,0.10233112,0.10516111,0.10788832,0.11061537,0.11330413,0.11589940,0.11840737,0.12089502
0.02222505,0.03312825,0.04143598,0.04824201,0.05423902,0.05959042,0.06444825,0.06900565,0.07330247,0.07751689,0.08144222,0.08518199,0.08871669,0.09202188,0.09536420,0.09856093,0.10166239,0.10468881,0.10763294,0.11044559,0.11316797,0.11585848,0.11847631,0.12102986,0.12355358
0.02132620,0.03212945,0.04019777,0.04687381,0.05280009,0.05806545,0.06288193,0.06738387,0.07152024,0.07545925,0.07918512,0.08268121,0.08613721,0.08942084,0.09261266,0.09576060,0.09880836,0.10170375,0.10449894,0.10723491,0.10991654,0.11254234,0.11505611,0.11756836,0.12002336
